TRAM,Rang,geometry_wkt
T00441V,20-25 µg/m³,"MULTILINESTRING ((2.1846287414105405 41.38416181863737, 2.184863089284118 41.384448034639085))"
T09097J,20-25 µg/m³,"MULTILINESTRING ((2.1956107095188973 41.40021521821026, 2.194950606331712 41.400723691010874))"
T12418J,20-25 µg/m³,"MULTILINESTRING ((2.177925081975842 41.43767961081965, 2.1779423168804724 41.43771296236016, 2.1779996495038794 41.43778912435552, 2.178100670509318 41.43790149289548))"
T16027O,15-20 µg/m³,"MULTILINESTRING ((2.089399620499434 41.423609521416374, 2.08939093353761 41.42355029181534, 2.089274965668869 41.42329876038815, 2.0892256978928536 41.42318043617414, 2.0891785865942425 41.42304738381086, 2.0891487922051697 41.422936581708875, 2.089137453533266 41.42290701063417, 2.0891221198267833 41.42288329881915, 2.08907732790622 41.42283697943234))"
T08180Z,20-25 µg/m³,"MULTILINESTRING ((2.1598958999153903 41.400361006583836, 2.1593895889745034 41.400758946908375))"
T09308B,20-25 µg/m³,"MULTILINESTRING ((2.199914246129339 41.40550771036878, 2.200672215378505 41.40660016204164))"
T12241C,20-25 µg/m³,"MULTILINESTRING ((2.1716206118937635 41.42874411897338, 2.1721027140338873 41.42876568260987))"
T11766W,15-20 µg/m³,"MULTILINESTRING ((2.102768426100032 41.414022922076114, 2.1027697540190697 41.41441971111964))"
T19169N,25-30 µg/m³,"MULTILINESTRING ((2.176655442756336 41.374426524617256, 2.1763789952017953 41.374460551006656, 2.1762075953603732 41.37446649506513, 2.176077048094548 41.37445794076355, 2.175896970891389 41.37441613633301, 2.1757434256652033 41.37432720488684))"
T00968V,25-30 µg/m³,"MULTILINESTRING ((2.176766062574393 41.38412066933185, 2.1763125515461925 41.38441860217763))"
T10755P,20-25 µg/m³,"MULTILINESTRING ((2.1244265546101815 41.3965237657644, 2.124685729102212 41.39666374910247))"
T03519M,25-30 µg/m³,"MULTILINESTRING ((2.159219442834809 41.374980471617114, 2.1592104100335403 41.37476520653976, 2.1590035422679046 41.374327785113046))"
T15000Z,<=15 µg/m³,"MULTILINESTRING ((2.0997580840468655 41.42752954318374, 2.099771639228748 41.42758535119372, 2.10001000315684 41.427959168075695, 2.1001025220311904 41.42817552040737, 2.1001634905360205 41.42825506426537, 2.100273633231718 41.42840506127678, 2.1003296163461025 41.42850073443761, 2.1004291919672258 41.42855182809705, 2.1005068415932557 41.42860296654146))"
T11607I,25-30 µg/m³,"MULTILINESTRING ((2.133655521747428 41.41484910497452, 2.134905690028252 41.415385676194425))"
T01276E,25-30 µg/m³,"MULTILINESTRING ((2.171266782120973 41.38227287312576, 2.1706147452971645 41.38195532930592))"
T10602Z,20-25 µg/m³,"MULTILINESTRING ((2.1322080413139965 41.39439993116423, 2.1329272277463858 41.39486698340278))"
T17735N,25-30 µg/m³,"MULTILINESTRING ((2.1187264304568147 41.33248636850774, 2.117615373015472 41.330655229447046))"
T06934J,20-25 µg/m³,"MULTILINESTRING ((2.1919694284507827 41.45239022151157, 2.191836919912012 41.4524884451924, 2.191493181244543 41.45269750813078, 2.191408565388586 41.45274525673245))"
T16390E,20-25 µg/m³,"MULTILINESTRING ((2.196613866560872 41.390876506515696, 2.1978118442223287 41.39185872451979))"
T15609A,20-25 µg/m³,"MULTILINESTRING ((2.188691432823946 41.37832524482356, 2.1887503369869483 41.3781735043666))"
T18431E,25-30 µg/m³,"MULTILINESTRING ((2.165578813813708 41.37029097259883, 2.165646305052072 41.370234497852806, 2.165723875993336 41.37019115703287, 2.1658282637415445 41.37016682717702, 2.165899101179484 41.37016106199606, 2.1659927066204276 41.370166450868226, 2.166108876460975 41.370197080069964, 2.166216296669994 41.370262144719355, 2.166508805000259 41.37050261085671, 2.166605972118156 41.370555053418876, 2.1670846031316033 41.37072786701879, 2.167364313730744 41.370801004273865))"
T06435V,20-25 µg/m³,"MULTILINESTRING ((2.188408661412653 41.4407047666212, 2.188592859507362 41.44071643250773, 2.1893410975194185 41.44076106595377))"
T15859Q,25-30 µg/m³,"MULTILINESTRING ((2.1409707144240087 41.36234359062425, 2.141510848107757 41.36168177989545))"
T14385Z,20-25 µg/m³,"MULTILINESTRING ((2.193738798406159 41.425237278417605, 2.193882089367535 41.42551680177443, 2.194177048421944 41.425863050987594))"
T21007V,20-25 µg/m³,"MULTILINESTRING ((2.1318043983572776 41.387595176140316, 2.1321846720423223 41.38801558584016))"
RL0012L,30-35 µg/m³,"MULTILINESTRING ((2.1589986782920474 41.3540288802601, 2.158933583711594 41.353960874562475, 2.1588659498154303 41.35389363451902, 2.158777397456176 41.353807686048086, 2.158687038435273 41.353722805220066, 2.1585885815769386 41.35363552319133, 2.1584874720909997 41.3535500232096, 2.1583830171297556 41.35346440861586, 2.15827639115834 41.35338030934677, 2.1581860463361364 41.35331299299238, 2.158093526937915 41.35324746218453, 2.158012589607684 41.353192284609776, 2.1579304443409906 41.35313808897863, 2.157815663565075 41.35306536927463, 2.157699192206021 41.35299398822754, 2.1575615733715026 41.35291245397133, 2.1574217777928397 41.35283288529142, 2.1572758690775733 41.35275462284672, 2.157127295050634 41.3526791330583, 2.1569683419575245 41.352602035817895, 2.156956103472998 41.35259627146294, 2.156807932811551 41.35252663913697, 2.1567838063636136 41.35251574348725, 2.1566420198416143 41.35245165230812, 2.156570990309779 41.352420911752795, 2.1564999608464617 41.352390171154546, 2.156474282934465 41.35237908392608, 2.1563484720386166 41.352327629918356, 2.1562805263067917 41.35230229209507))"
T09135Y,20-25 µg/m³,"MULTILINESTRING ((2.1956107095188973 41.40021521821026, 2.19647775786814 41.4012785011801))"
T21248K,25-30 µg/m³,"MULTILINESTRING ((2.1488459107873763 41.37063054995154, 2.148739972780087 41.37056681319835, 2.1484764842263284 41.37046081908505))"
T03133Y,20-25 µg/m³,"MULTILINESTRING ((2.131158372326694 41.37909482674161, 2.1320175543110564 41.37941627216565))"
T04116B,25-30 µg/m³,"MULTILINESTRING ((2.142167026785026 41.34238386182654, 2.140554306675592 41.34297580629191))"
T10780Q,15-20 µg/m³,"MULTILINESTRING ((2.1284555809782892 41.396944996334916, 2.1286578344400646 41.396775961070404, 2.1285012720708862 41.39667024421085))"
T06856M,20-25 µg/m³,"MULTILINESTRING ((2.206400088689674 41.432737588311774, 2.205895951636062 41.43210819265474))"
T19086L,<=15 µg/m³,"MULTILINESTRING ((2.096413045363554 41.41489051224448, 2.096518429343825 41.41475893863021, 2.096568744379825 41.414636237517605, 2.096583060146937 41.4145598314828, 2.0965796928038936 41.41448328669209, 2.096554239595988 41.41440656859574, 2.0964675186881494 41.414286115876834, 2.096353824791655 41.41419872494862, 2.0962566161687963 41.41419796194787, 2.09620795984027 41.414200903761056, 2.0958886911395584 41.41427824820438, 2.095706722230221 41.41433337694625, 2.095657558568254 41.414372911849235, 2.0949706347200396 41.41482995712601, 2.094734391747595 41.414974480046446, 2.094539590957941 41.41499956524306, 2.094027304876873 41.41497224195155, 2.0937974727804325 41.41497376594779, 2.093722118169037 41.414989800579235, 2.0930307602409197 41.415127412857565, 2.092826792922101 41.415175716224255, 2.092702468717665 41.41521798136184, 2.0925155707400633 41.41530966348892, 2.0922928084790886 41.41543765985693, 2.092221370628337 41.41549032167812, 2.0922083496415014 41.415521447863384))"
T15378E,20-25 µg/m³,"MULTILINESTRING ((2.1787346605670233 41.37861728586508, 2.179050728723353 41.37909273252277))"
T03522H,20-25 µg/m³,"MULTILINESTRING ((2.1590035422679046 41.374327785113046, 2.159167013000467 41.37429132727373, 2.1595346183472177 41.374197431865426))"
T08903K,20-25 µg/m³,"MULTILINESTRING ((2.1832448400546847 41.41633325076233, 2.1837840188394355 41.41671323563576))"
T01593O,25-30 µg/m³,"MULTILINESTRING ((2.1754818618794416 41.38184289879932, 2.1756046814964973 41.38176272831439, 2.175641547747098 41.38178397077181, 2.175847462079862 41.38165258349014))"
T04139I,25-30 µg/m³,"MULTILINESTRING ((2.1368734045297315 41.33361813784967, 2.1344737283698088 41.33446564284949))"
T11052V,20-25 µg/m³,"MULTILINESTRING ((2.136230819007435 41.40125389760339, 2.1369709188052703 41.40191143644045))"
T10598U,20-25 µg/m³,"MULTILINESTRING ((2.130268639864637 41.39314955962135, 2.131470913231549 41.39391289556008))"
T20167G,15-20 µg/m³,"MULTILINESTRING ((2.1075848882779273 41.40198127129974, 2.1074395690352152 41.40227364468144))"
T20803L,<=15 µg/m³,"MULTILINESTRING ((2.0997452078649315 41.4256776023884, 2.0997486184107585 41.42578512389262, 2.0997484990997264 41.42591167754344, 2.0997538966467 41.42599402976874, 2.099833912996074 41.42611014886987, 2.0999335016510847 41.42622764594331, 2.1000161971269096 41.42626760991361, 2.100100752562644 41.42629160915883, 2.100418305358602 41.42634692853916, 2.100512683465665 41.42636854520142, 2.100585238543291 41.42638973008423))"
T07663J,20-25 µg/m³,"MULTILINESTRING ((2.1128344194077107 41.38291277303837, 2.114808260020135 41.38342650217123))"
T13957J,25-30 µg/m³,"MULTILINESTRING ((2.137144861787852 41.35877273229413, 2.13777834538517 41.35904313669921))"
T05040C,20-25 µg/m³,"MULTILINESTRING ((2.162016281655618 41.412649975036565, 2.161243312508883 41.41355899357036))"
T14004Z,25-30 µg/m³,"MULTILINESTRING ((2.1879851857338224 41.42128202563381, 2.186908236814665 41.42056378062107))"
T10202N,20-25 µg/m³,"MULTILINESTRING ((2.1949107652645115 41.397307376333195, 2.195381623050498 41.397665995804125))"
T03695B,20-25 µg/m³,"MULTILINESTRING ((2.1711671233308922 41.373484293247536, 2.1703630557786213 41.373737605525))"
T18159H,25-30 µg/m³,"MULTILINESTRING ((2.18567155927921 41.41962594654782, 2.186601271953054 41.42030436794862, 2.186909296153376 41.420324207199066))"
T03666W,25-30 µg/m³,"MULTILINESTRING ((2.1650625300799167 41.371781735905095, 2.1647436549267445 41.37087702955132))"
T12507J,20-25 µg/m³,"MULTILINESTRING ((2.1711921861871004 41.43876999702138, 2.1724672978171715 41.438651389716725))"
T02924R,25-30 µg/m³,"MULTILINESTRING ((2.1395111711639987 41.37406372341741, 2.139743741248541 41.37412934243597, 2.1401213543936444 41.3742274803986))"
T11737R,20-25 µg/m³,"MULTILINESTRING ((2.111537383253549 41.40887005054158, 2.1112771664142382 41.408974717779316, 2.110761779130308 41.40889957943186))"
T05583C,15-20 µg/m³,"MULTILINESTRING ((2.128674523314927 41.42927652346975, 2.1290520567276983 41.429451575471155, 2.129219406458936 41.429526143943384, 2.12937068660688 41.42946509162424, 2.129432790471795 41.42928753805528, 2.1296710270344836 41.42909315704779))"
T18844V,25-30 µg/m³,"MULTILINESTRING ((2.1415143271471213 41.375290034287346, 2.1408173503948738 41.37529896913824))"
T01755O,20-25 µg/m³,"MULTILINESTRING ((2.157554436462718 41.3777783126293, 2.1564269637101603 41.37861917223651))"
T12517L,20-25 µg/m³,"MULTILINESTRING ((2.165769747527866 41.4355381082991, 2.1650397979053326 41.43571075897293))"
T05196V,20-25 µg/m³,"MULTILINESTRING ((2.1570880539900084 41.43103738983366, 2.1566051010052574 41.4311954647242, 2.155927629430189 41.43151275957054))"
T07401P,20-25 µg/m³,"MULTILINESTRING ((2.1381180222530447 41.38979963428102, 2.137125012278103 41.39076893575154))"
T05916D,20-25 µg/m³,"MULTILINESTRING ((2.180613307604623 41.42680068670198, 2.179204589349492 41.42786023521748))"
T13179R,20-25 µg/m³,"MULTILINESTRING ((2.193728401567796 41.39131191361826, 2.194878135686461 41.39215468502372))"
T10419C,20-25 µg/m³,"MULTILINESTRING ((2.151246597192439 41.399198067890666, 2.1504783535167022 41.39970448791867))"
T13886L,<=15 µg/m³,"MULTILINESTRING ((2.097097241640223 41.418135844210916, 2.09730247505513 41.417970545401374, 2.0974314094370237 41.41782788733712, 2.097526603812009 41.417684874579315, 2.097576987329826 41.41755466139766, 2.0976087317687204 41.417413763377674, 2.0976148252952 41.41724140842764, 2.0975131838244163 41.416933637618456, 2.0972730743211745 41.416549748974155, 2.097010406604314 41.41630890146323, 2.0969079919418503 41.41621288934837, 2.096798494084998 41.416040798631165, 2.0967389195198227 41.41571993597662, 2.0967294500559444 41.4155655639215, 2.0966847877393295 41.4154381182823, 2.09668896118105 41.41518162762172))"
T10890V,20-25 µg/m³,"MULTILINESTRING ((2.117519271137107 41.397909234295646, 2.1169820245040345 41.3977315141166, 2.1164471977949617 41.39762711296628, 2.1161556342774412 41.39751252485156))"
T20147C,20-25 µg/m³,"MULTILINESTRING ((2.1154010422968907 41.376581587337945, 2.1151244868634627 41.3770452776043))"
T09644O,20-25 µg/m³,"MULTILINESTRING ((2.2123249301500527 41.418988871434514, 2.212538554959822 41.41913747889637))"
T03153C,20-25 µg/m³,"MULTILINESTRING ((2.134013418878595 41.38017568956957, 2.134703511260939 41.38043768164263))"
T15592I,20-25 µg/m³,"MULTILINESTRING ((2.1904757667960872 41.37855055064267, 2.190540436408817 41.37839163475237))"
T18033U,20-25 µg/m³,"MULTILINESTRING ((2.1388149735759137 41.42491326372069, 2.1391358294141263 41.42493432669603, 2.1395847093808085 41.424973811059616, 2.1397511371441293 41.424926882807654, 2.1397855154560905 41.4249861745451))"
T04765C,25-30 µg/m³,"MULTILINESTRING ((2.1806774206725463 41.419264212526485, 2.180722944109153 41.41942308608369, 2.180914506402179 41.419561948125605))"
T07865R,20-25 µg/m³,"MULTILINESTRING ((2.15695980030634 41.40496686958507, 2.157240090273884 41.40515011611503))"
T07092W,20-25 µg/m³,"MULTILINESTRING ((2.121012652063896 41.38848901532679, 2.122197927766958 41.38879223317726))"
T04411F,20-25 µg/m³,"MULTILINESTRING ((2.1741890626673626 41.41793755461847, 2.1740519774246736 41.41793101371966, 2.1725367198351644 41.41819293467139))"
T08559O,20-25 µg/m³,"MULTILINESTRING ((2.149934021048005 41.4125197574293, 2.1497840533459516 41.412681109026884, 2.1496588325229538 41.412915639790334, 2.1496462613393104 41.41300896350273))"
T03396T,25-30 µg/m³,"MULTILINESTRING ((2.1232660573489155 41.37528077119471, 2.122273013246408 41.37529782398212))"
T08036S,15-20 µg/m³,"MULTILINESTRING ((2.1530013526548566 41.40673846184641, 2.153609775726949 41.40707972579463))"
T09404A,20-25 µg/m³,"MULTILINESTRING ((2.2041032370612106 41.41255960837844, 2.2028938513477336 41.4135160623756))"
T20511C,25-30 µg/m³,"MULTILINESTRING ((2.142049457529627 41.35153563969155, 2.1414284343735632 41.35195553851742))"
T14163N,20-25 µg/m³,"MULTILINESTRING ((2.198064016841455 41.43416101576348, 2.200142298923699 41.43413502900817, 2.200142354164194 41.434130525661644))"
T06396F,20-25 µg/m³,"MULTILINESTRING ((2.1912085322050414 41.43650791954681, 2.1912029479818766 41.436713961865784))"
T14191R,20-25 µg/m³,"MULTILINESTRING ((2.21145312807263 41.40358541435852, 2.2126529312339547 41.40268246035075))"
T00416U,25-30 µg/m³,"MULTILINESTRING ((2.1832536311809587 41.383957232137725, 2.18342352035813 41.38424820023844))"
T08502X,20-25 µg/m³,"MULTILINESTRING ((2.1605298919129488 41.40812429893477, 2.160676122606739 41.408164115167985, 2.161661958663419 41.40858628103792))"
T21132Z,25-30 µg/m³,"MULTILINESTRING ((2.1763345868189807 41.38023149991909, 2.1764039528636125 41.38014877540127))"
T20921Q,35-40 µg/m³,"MULTILINESTRING ((2.113185596329606 41.40048055303319, 2.1133879411195156 41.400662594296804, 2.1135055198036694 41.40079511699582, 2.11362635488021 41.401001499000635, 2.113713927546541 41.40114663516234, 2.113803147072901 41.40117644799783))"
T06716B,20-25 µg/m³,"MULTILINESTRING ((2.205157789047576 41.434505146443314, 2.205545818611094 41.43454741233483))"
T05309M,20-25 µg/m³,"MULTILINESTRING ((2.15469229783525 41.42807247768354, 2.1545193513209813 41.42795591233353, 2.1542930318915627 41.42777169600346))"
T10723H,15-20 µg/m³,"MULTILINESTRING ((2.121339974235256 41.392710231998805, 2.1211978389361335 41.39310992703058, 2.121123339937301 41.39341491083705, 2.12105519847238 41.39435208035065))"
T14774I,25-30 µg/m³,"MULTILINESTRING ((2.186898529538124 41.40444403441975, 2.1868538326500793 41.405400594658374))"
T09746T,20-25 µg/m³,"MULTILINESTRING ((2.209640621883166 41.4225113554943, 2.2099957550149427 41.42242734783613))"
T17830L,25-30 µg/m³,"MULTILINESTRING ((2.18227642553366 41.40180872968114, 2.1818314720367757 41.402142350607384))"
T04215D,20-25 µg/m³,"MULTILINESTRING ((2.169645183995786 41.41143340510906, 2.1707495079119954 41.41226151324584))"
T04302B,20-25 µg/m³,"MULTILINESTRING ((2.175738569775586 41.415248737254124, 2.1753541485298267 41.41553090033063))"
T21233D,25-30 µg/m³,"MULTILINESTRING ((2.1390399388474224 41.3767998243671, 2.1390629648252997 41.37750815051675, 2.1390384458909546 41.37759462864597, 2.1390560678285286 41.37770846243663))"
T12897K,15-20 µg/m³,"MULTILINESTRING ((2.178765342421979 41.457497764479356, 2.178633783858288 41.45724659982493, 2.1784765937553496 41.457012339178846, 2.17825819835457 41.45668590988252, 2.1781153770524306 41.45639578818867, 2.1780892627404516 41.45621740795605, 2.17808887043158 41.45612891625717))"
T11074B,20-25 µg/m³,"MULTILINESTRING ((2.1344783349906007 41.404135654801735, 2.1339946075291887 41.40456417883001))"
T03442I,25-30 µg/m³,"MULTILINESTRING ((2.1376737563165804 41.374391238613526, 2.1381023609499645 41.37364602925654))"
T03044Y,25-30 µg/m³,"MULTILINESTRING ((2.144691999629522 41.369090613702575, 2.1446765977791107 41.36898562447327, 2.1446964288614025 41.36891937715028, 2.1451090913022157 41.36827152001068))"
T01681N,20-25 µg/m³,"MULTILINESTRING ((2.1574262401351265 41.381281331666884, 2.158560517010648 41.382133891957665))"
T04583Y,20-25 µg/m³,"MULTILINESTRING ((2.162789844086145 41.41728270826723, 2.1632945764221576 41.41747731766898))"
T06484E,35-40 µg/m³,"MULTILINESTRING ((2.189527125039587 41.44680948295824, 2.190528541822388 41.44679867003482))"
T10025O,20-25 µg/m³,"MULTILINESTRING ((2.20625254110132 41.39989199473903, 2.206491659946249 41.399716365823934))"
T15770I,20-25 µg/m³,"MULTILINESTRING ((2.153507172605911 41.37573330574783, 2.1518976898749935 41.37499633005445))"
